"Zipcode","Neighbourhood.Cleansed","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Square.Feet","Price","Review.Scores.Rating"
"28020","Castillejos","Apartment","Entire home/apt",3,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,40,97
"28020","Castillejos","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,80,96
"28003","Vallehermoso","Apartment","Entire home/apt",3,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,89
"28029","Almenara","Apartment","Entire home/apt",4,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron",0,50,70
"28029","Valdeacederas","Apartment","Entire home/apt",4,1,1,3,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Iron",NA,70,88
"28039","Valdeacederas","Apartment","Shared room",1,1,1,2,"Real Bed","TV,Cable TV,Wireless Internet,Kitchen,Breakfast,Heating,Washer,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,10,93
"28029","Valdeacederas","Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Heating,First aid kit,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace",NA,20,97
"28039","Berruguete","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace",NA,19,NA
"28039","Berruguete","Apartment","Private room",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer",0,22,69
"28039","Berruguete","House","Entire home/apt",2,1,1,1,"Real Bed","",NA,55,NA
"28039","Berruguete","Condominium","Private room",2,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,23,93
"","Berruguete","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",NA,30,89
"28015","Gaztambide","Apartment","Private room",2,2,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials",NA,30,90
"28008","Gaztambide","Apartment","Private room",1,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,24-hour check-in,Hair dryer,Iron",NA,30,95
"28015","Gaztambide","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,100
"28015","Arapiles","House","Entire home/apt",4,1,2,3,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace",NA,90,100
"28015","Arapiles","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,24-hour check-in,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Smartlock",NA,44,97
"28017","Ventas","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,40,94
"28017","Ventas","Apartment","Entire home/apt",6,1,3,5,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",NA,80,96
"28017","Pueblo Nuevo","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials",NA,30,NA
"28017","Pueblo Nuevo","Apartment","Private room",2,2,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Hangers,Iron",NA,23,78
"28027","Quintana","Apartment","Entire home/apt",4,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Iron",NA,69,100
"28027","San Pascual","Apartment","Private room",1,0,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,30,NA
"28027","San Pascual","Condominium","Entire home/apt",3,1,1,3,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,75,NA
"28043","San Juan Bautista","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,45,96
"28043","Colina","Condominium","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,96
"28043","Colina","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Pool,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,24,100
"28033","Costillares","House","Entire home/apt",6,2,2,3,"Real Bed","TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,110,90
"28043","Canillas","Apartment","Entire home/apt",3,1,1,1,"Real Bed","TV,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo",NA,65,100
"28043","Canillas","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,24,73
"","Apostol Santiago","Apartment","Private room",3,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Washer,Essentials",NA,21,100
"28021","San Cristobal","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Essentials",NA,17,NA
"28021","San Cristobal","Apartment","Entire home/apt",5,1,2,5,"Real Bed","TV,Wireless Internet,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,53,95
"28055","Valdefuentes","Apartment","Entire home/apt",4,2.5,3,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,140,97
"28050","Valdefuentes","House","Entire home/apt",2,1,1,2,"Real Bed","TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,100
"28021","Los Rosales","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,15,100
"28021","Los Rosales","Apartment","Private room",3,1.5,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,14,83
"28041","Los Angeles","House","Private room",1,1.5,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,12,NA
"28031","Casco Histórico de Vallecas","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,NA
"28031","Santa Eugenia","Apartment","Entire home/apt",6,1,2,4,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,59,97
"28037","Simancas","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron",NA,25,NA
"28037","Arcos","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,15,NA
"28037","Arcos","House","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",151,20,94
"28037","Arcos","Apartment","Shared room",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,Hangers",NA,15,80
"28037","Arcos","House","Entire home/apt",12,3,5,5,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",1356,200,NA
"28022","Rosas","Apartment","Private room",8,2,1,6,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo",753,25,85
"28042","Alameda de Osuna","Bed & Breakfast","Private room",2,2,1,2,"Real Bed","Internet,Wireless Internet,Free parking on premises,Breakfast,Pets live on this property,Other pet(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,32,96
"28034","Pilar","Loft","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,59,NA
"28035","Valdezarza","Bed & Breakfast","Private room",1,1,1,1,"Real Bed","Wireless Internet,Air conditioning,Pool,Breakfast,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,NA
"28008","Casa de Campo","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,NA
"28008","Casa de Campo","Other","Entire home/apt",6,2,3,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,469,NA
"28008","Casa de Campo","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,48,100
"28034","Mirasierra","Apartment","Entire home/apt",2,1,0,2,"Real Bed","TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Heating,Essentials",NA,70,95
"28035","Ciudad Universitaria","Apartment","Private room",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Pool,Kitchen,Smoking allowed,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron",NA,22,100
"28040","Ciudad Universitaria","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Pets live on this property,Heating,Washer,Essentials",NA,35,100
"28038","Numancia","Apartment","Private room",1,1.5,1,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,10,100
"28038","Numancia","Apartment","Entire home/apt",2,1,0,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,42,93
"28038","Numancia","Bed & Breakfast","Entire home/apt",4,1,2,3,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Pets live on this property,Heating,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,39,74
"28023","Aravaca","Apartment","Entire home/apt",8,5,5,6,"Real Bed","TV,Internet,Air conditioning,Kitchen,Free parking on premises,Family/kid friendly,Suitable for events,Washer,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace",NA,71,NA
"28011","Cármenes","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,25,NA
"28011","Puerta del Angel","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo",NA,60,89
"28011","Puerta del Angel","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Washer",NA,12,77
"28010","Almagro","Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,33,100
"28010","Almagro","Loft","Entire home/apt",4,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo",NA,75,NA
"28003","Rios Rosas","House","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,35,NA
"","Rios Rosas","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Heating,Family/kid friendly,Washer,First aid kit,Essentials,24-hour check-in,translation missing: en.hosting_amenity_50",NA,90,100
"28008","Argüelles","Apartment","Entire home/apt",4,2,3,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,140,80
"28008","Argüelles","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Cable TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,160,95
"28008","Argüelles","Apartment","Entire home/apt",4,2,1,3,"Real Bed","",NA,90,NA
"28008","Argüelles","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,150,NA
"28008","Argüelles","Apartment","Entire home/apt",4,2,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,90
"28008","Argüelles","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Elevator in building,Heating,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,96
"28008","Argüelles","Apartment","Entire home/apt",4,1,2,3,"Real Bed","",NA,50,70
"28008","Argüelles","Apartment","Private room",2,1,1,2,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,44,96
"","Argüelles","Apartment","Entire home/apt",3,1,1,2,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,45,60
"28011","Puerta del Angel","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Washer,Essentials,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,NA
"28011","Puerta del Angel","Apartment","Private room",1,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,15,100
"28011","Puerta del Angel","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,40,96
"28019","San Isidro","Apartment","Entire home/apt",4,1.5,1,2,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,45,93
"28024","Campamento","Apartment","Entire home/apt",5,1,3,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,40,94
"28024","Aguilas","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,16,88
"28019","Comillas","Apartment","Private room",2,1,1,1,"Real Bed","TV,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Heating,Washer",NA,25,89
"28019","Comillas","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",NA,23,93
"28019","Opañel","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,NA
"","Opañel","Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50",NA,24,96
"28025","Vista Alegre","Other","Entire home/apt",3,1,3,3,"Real Bed","Wireless Internet,Kitchen,Pets live on this property,Dog(s),Heating,Washer,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,18,100
"28015","Arapiles","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,26,NA
"28015","Arapiles","Apartment","Private room",2,2,1,1,"Real Bed","TV,Cable TV,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo",NA,60,90
"28015","Arapiles","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,120,100
"28010","Trafalgar","Loft","Shared room",1,1,1,1,"Pull-out Sofa","Wireless Internet,Kitchen,Buzzer/wireless intercom,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,18,98
"28015","Trafalgar","Apartment","Private room",1,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Safety card,Essentials",1722,50,NA
"28010","Trafalgar","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Safety card,Essentials,24-hour check-in,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,57,96
"28010","Trafalgar","Apartment","Entire home/apt",6,3,3,4,"Real Bed","Wireless Internet,Air conditioning,Elevator in building,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,190,NA
"28004","Trafalgar","Loft","Entire home/apt",13,4,5,9,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,400,83
"28010","Trafalgar","Apartment","Private room",3,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",0,48,97
"28010","Trafalgar","Apartment","Entire home/apt",6,1,2,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,130,70
"28010","Trafalgar","Apartment","Entire home/apt",4,1,3,3,"Real Bed","TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace",NA,49,82
"28010","Trafalgar","Apartment","Private room",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,99
"","Almagro","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,98
